"group","item","crs","script_sha","run_started","nrow","ncol","ncell","res_m","patch_min_m2","discriminating_full","discriminating_partial","published_drift_version","running_drift_version","published_gross_loss_ha","subbasin_file","subbasin_md5","subbasin_n","reconciled","n_fire_events_disc","patches_dropped_by_clip","rows_split_by_clip","join_zero_cell_patches","date","terra"
"bulk","bulk_co_ff04","EPSG:32609","9f0f6cf913a1","2026-09-07T00:25:14.812Z",14651,11552,169248352,10,10000,"2019|2020|2021","2018|2022","0.13.0","0.14.1",1565.1,"/Users/airvine/Projects/repo/floodplains/data/bulk/subbasins.gpkg","9ee322d329f4de35a4a2239b76afe0df",1,TRUE,0,30,0,0,"2026-09-06","1.9.34"
