"x","y","valid_ha","stable_ha","sustained_ha","endpoint_ha","unsettled_ha","stable_flicker_ha"
610322.648224166,6082890.06916606,53.41,39.03,2.1,4.4,3.73,4.15
611322.648224166,6082890.06916606,61.46,43.21,6.27,5.38,2.03,4.57
616322.648224166,6082890.06916606,12.45,11.42,0.02,0.58,0.13,0.3
630322.648224166,6082890.06916606,1.1,1.1,0,0,0,0
611322.648224166,6081890.06916606,48.18,37.2,1.69,1.41,2.27,5.61
612322.648224166,6081890.06916606,34.78,25.05,0.22,1.48,4.2,3.83
613322.648224166,6081890.06916606,4.55,4.55,0,0,0,0
616322.648224166,6081890.06916606,11.88,11.01,0.09,0.03,0.07,0.68
617322.648224166,6081890.06916606,3.59,3.47,0.02,0.01,0.01,0.08
630322.648224166,6081890.06916606,5.84,5.84,0,0,0,0
611322.648224166,6080890.06916606,8.93,8.93,0,0,0,0
612322.648224166,6080890.06916606,33.58,30.91,0,0.52,1.01,1.14
613322.648224166,6080890.06916606,61.87,34.29,0.12,0.07,0.73,26.66
617322.648224166,6080890.06916606,20.98,19.12,0.2,0.83,0.24,0.59
629322.648224166,6080890.06916606,12.71,12.71,0,0,0,0
630322.648224166,6080890.06916606,1.99,1.99,0,0,0,0
611322.648224166,6079890.06916606,17.48,17.48,0,0,0,0
612322.648224166,6079890.06916606,34.12,34.12,0,0,0,0
613322.648224166,6079890.06916606,10.03,9.67,0,0.13,0.06,0.17
617322.648224166,6079890.06916606,14.06,12.27,0.06,0.55,0.26,0.92
618322.648224166,6079890.06916606,2.71,2.63,0.02,0.04,0.02,0
619322.648224166,6079890.06916606,1.81,1.65,0.14,0,0.01,0.01
620322.648224166,6079890.06916606,1.76,1.76,0,0,0,0
628322.648224166,6079890.06916606,3.29,3.29,0,0,0,0
629322.648224166,6079890.06916606,0.63,0.63,0,0,0,0
611322.648224166,6078890.06916606,4.15,4.15,0,0,0,0
612322.648224166,6078890.06916606,79.47,73.86,0.57,1.65,1.65,1.74
613322.648224166,6078890.06916606,10.27,9.69,0.19,0.02,0.05,0.32
617322.648224166,6078890.06916606,5.66,4.67,0.02,0.15,0.32,0.5
618322.648224166,6078890.06916606,12.05,10.94,0.01,0.59,0.14,0.37
619322.648224166,6078890.06916606,1.1,1.09,0,0,0,0.01
620322.648224166,6078890.06916606,1.31,1.31,0,0,0,0
621322.648224166,6078890.06916606,2.42,2.42,0,0,0,0
622322.648224166,6078890.06916606,3.73,3.54,0,0.01,0.02,0.16
627322.648224166,6078890.06916606,10.37,8,0.13,0.89,0.71,0.64
628322.648224166,6078890.06916606,0.49,0.49,0,0,0,0
630322.648224166,6078890.06916606,4.14,4.14,0,0,0,0
631322.648224166,6078890.06916606,1.62,1.52,0,0.08,0.01,0.01
611322.648224166,6077890.06916606,1.77,1.77,0,0,0,0
612322.648224166,6077890.06916606,19.75,19.75,0,0,0,0
615322.648224166,6077890.06916606,0.69,0.12,0.03,0.29,0.15,0.1
617322.648224166,6077890.06916606,9.74,8.37,0,0.46,0.14,0.77
618322.648224166,6077890.06916606,13.66,12.76,0.06,0.35,0.14,0.35
622322.648224166,6077890.06916606,4.27,4.27,0,0,0,0
623322.648224166,6077890.06916606,10.2,10.2,0,0,0,0
624322.648224166,6077890.06916606,7.58,7.58,0,0,0,0
627322.648224166,6077890.06916606,10.53,9.9,0.03,0.28,0,0.32
630322.648224166,6077890.06916606,20.88,20.88,0,0,0,0
614322.648224166,6076890.06916606,27.6,22.23,0.07,1.03,2.87,1.4
615322.648224166,6076890.06916606,92.29,88.76,0.15,1.25,1.06,1.07
616322.648224166,6076890.06916606,7.79,7.31,0.01,0.26,0.09,0.12
618322.648224166,6076890.06916606,23.03,21.27,0.2,0.71,0.21,0.64
619322.648224166,6076890.06916606,3,2.6,0,0.31,0.04,0.05
623322.648224166,6076890.06916606,10.66,10.25,0.05,0.07,0.1,0.19
624322.648224166,6076890.06916606,14.71,14.39,0,0,0.09,0.23
625322.648224166,6076890.06916606,8.22,7.96,0.04,0.03,0.18,0.01
626322.648224166,6076890.06916606,3.61,3.56,0,0,0,0.05
627322.648224166,6076890.06916606,1.66,1.57,0,0,0,0.09
629322.648224166,6076890.06916606,44.44,41.81,0,2.6,0,0.03
630322.648224166,6076890.06916606,37.26,35.8,0.03,0.14,0.1,1.19
631322.648224166,6076890.06916606,1.12,1.12,0,0,0,0
613322.648224166,6075890.06916606,13,12.97,0,0,0,0.03
614322.648224166,6075890.06916606,49.78,18.14,1.76,7.51,16.6,5.77
615322.648224166,6075890.06916606,39.16,22.57,0.54,8.93,6.34,0.78
616322.648224166,6075890.06916606,0.02,0,0,0.02,0,0
617322.648224166,6075890.06916606,11.57,9.43,0.07,0.94,0.55,0.58
618322.648224166,6075890.06916606,28.85,16.23,3.44,3.78,2.8,2.6
619322.648224166,6075890.06916606,6.19,6.12,0,0,0.05,0.02
620322.648224166,6075890.06916606,0.3,0.23,0,0.01,0.01,0.05
624322.648224166,6075890.06916606,0.73,0.73,0,0,0,0
625322.648224166,6075890.06916606,1.92,0.97,0.08,0,0.28,0.59
628322.648224166,6075890.06916606,0.34,0.34,0,0,0,0
629322.648224166,6075890.06916606,38.56,34.25,0.6,0.44,0.65,2.62
630322.648224166,6075890.06916606,21.06,18.95,0.17,0.87,0.66,0.41
632322.648224166,6075890.06916606,10.56,10.45,0,0.01,0.05,0.05
633322.648224166,6075890.06916606,5.9,5.9,0,0,0,0
640322.648224166,6075890.06916606,1,1,0,0,0,0
641322.648224166,6075890.06916606,39.07,37.14,0.06,0.16,0.63,1.08
642322.648224166,6075890.06916606,36.92,36.3,0,0.62,0,0
613322.648224166,6074890.06916606,1.17,1.17,0,0,0,0
614322.648224166,6074890.06916606,12.07,4.85,0.32,0.84,3.63,2.43
615322.648224166,6074890.06916606,40.64,30.13,1.16,6.15,2.86,0.34
616322.648224166,6074890.06916606,9.09,8.5,0,0.51,0.08,0
617322.648224166,6074890.06916606,16.48,14.62,0.19,0.59,0.23,0.85
618322.648224166,6074890.06916606,21.58,16.83,0.53,0.82,2.18,1.22
619322.648224166,6074890.06916606,4.6,4.39,0,0.01,0.06,0.14
620322.648224166,6074890.06916606,18.11,13.67,0.08,0.7,2.38,1.28
622322.648224166,6074890.06916606,13.86,8.26,0.26,1.39,2.5,1.45
628322.648224166,6074890.06916606,2.11,2.11,0,0,0,0
629322.648224166,6074890.06916606,1.46,1.15,0.2,0.11,0,0
630322.648224166,6074890.06916606,1.54,1.54,0,0,0,0
631322.648224166,6074890.06916606,9,9,0,0,0,0
632322.648224166,6074890.06916606,42.66,42.66,0,0,0,0
633322.648224166,6074890.06916606,13.09,13.09,0,0,0,0
641322.648224166,6074890.06916606,37.9,37.9,0,0,0,0
642322.648224166,6074890.06916606,8.72,6.76,0.03,0.83,0.41,0.69
616322.648224166,6073890.06916606,13.65,11.02,0.63,0.32,1.03,0.65
617322.648224166,6073890.06916606,2.23,1.86,0,0.08,0.2,0.09
618322.648224166,6073890.06916606,57.02,33.55,1.4,4.68,9.18,8.21
619322.648224166,6073890.06916606,2.89,2.48,0.04,0.18,0.08,0.11
620322.648224166,6073890.06916606,13.75,6.04,0.02,0.94,3.85,2.9
621322.648224166,6073890.06916606,28.41,13.38,0.06,2.21,6.02,6.74
622322.648224166,6073890.06916606,7.81,7.76,0,0.04,0.01,0
623322.648224166,6073890.06916606,0.85,0.85,0,0,0,0
627322.648224166,6073890.06916606,1.31,1.31,0,0,0,0
628322.648224166,6073890.06916606,0.63,0.63,0,0,0,0
629322.648224166,6073890.06916606,0.28,0.28,0,0,0,0
630322.648224166,6073890.06916606,0.06,0.06,0,0,0,0
632322.648224166,6073890.06916606,3.25,3.25,0,0,0,0
633322.648224166,6073890.06916606,0.36,0.36,0,0,0,0
641322.648224166,6073890.06916606,23.9,18.86,0.04,0.32,1.5,3.18
642322.648224166,6073890.06916606,4.79,4.79,0,0,0,0
616322.648224166,6072890.06916606,3.53,2.01,0.05,0.51,0.34,0.62
617322.648224166,6072890.06916606,1.73,1.48,0,0.24,0.01,0
618322.648224166,6072890.06916606,49.05,33.1,0.4,3.02,4.63,7.9
619322.648224166,6072890.06916606,80.64,67.82,0.33,2.53,4.96,5
620322.648224166,6072890.06916606,19.93,9.92,0.01,0.96,1.89,7.15
623322.648224166,6072890.06916606,3.61,3.61,0,0,0,0
624322.648224166,6072890.06916606,14.87,14.85,0,0,0,0.02
625322.648224166,6072890.06916606,3.88,3.88,0,0,0,0
626322.648224166,6072890.06916606,2.5,2.5,0,0,0,0
627322.648224166,6072890.06916606,4.83,4.83,0,0,0,0
628322.648224166,6072890.06916606,2.33,2.33,0,0,0,0
629322.648224166,6072890.06916606,1.74,1.74,0,0,0,0
636322.648224166,6072890.06916606,11.53,11.53,0,0,0,0
641322.648224166,6072890.06916606,33.81,32.85,0,0.96,0,0
619322.648224166,6071890.06916606,25.21,15.31,0.29,2.74,3.2,3.67
620322.648224166,6071890.06916606,81.58,33.35,7.85,3.91,5.69,30.78
621322.648224166,6071890.06916606,7.82,6.86,0.33,0.18,0.18,0.27
623322.648224166,6071890.06916606,4.35,3.86,0.06,0.13,0.11,0.19
624322.648224166,6071890.06916606,30.24,28.51,0.07,0.96,0.24,0.46
629322.648224166,6071890.06916606,7.85,7.85,0,0,0,0
630322.648224166,6071890.06916606,21.27,21.27,0,0,0,0
632322.648224166,6071890.06916606,0.31,0.31,0,0,0,0
633322.648224166,6071890.06916606,2.7,2.7,0,0,0,0
634322.648224166,6071890.06916606,0.21,0.21,0,0,0,0
635322.648224166,6071890.06916606,11.65,10.53,0,0.06,0.19,0.87
636322.648224166,6071890.06916606,3.24,3.24,0,0,0,0
637322.648224166,6071890.06916606,3.35,3.35,0,0,0,0
641322.648224166,6071890.06916606,7.6,7.6,0,0,0,0
619322.648224166,6070890.06916606,2.41,0.11,0.61,0.07,0.68,0.94
620322.648224166,6070890.06916606,64.23,31.72,2.9,4.38,12.46,12.77
621322.648224166,6070890.06916606,7.65,5.42,0.02,0.23,0.77,1.21
624322.648224166,6070890.06916606,14.27,13.76,0,0.42,0,0.09
630322.648224166,6070890.06916606,45.18,44.76,0,0.21,0.11,0.1
631322.648224166,6070890.06916606,38.31,38.31,0,0,0,0
632322.648224166,6070890.06916606,32.02,31.32,0,0.16,0.24,0.3
633322.648224166,6070890.06916606,47.73,38.26,0.61,3.23,1.58,4.05
634322.648224166,6070890.06916606,28.78,18.21,0.12,4.17,2.7,3.58
635322.648224166,6070890.06916606,72.82,45.45,2.34,5.57,10.95,8.51
636322.648224166,6070890.06916606,3.68,2.27,0.03,0.19,0.5,0.69
640322.648224166,6070890.06916606,0.15,0.15,0,0,0,0
641322.648224166,6070890.06916606,8.23,8.23,0,0,0,0
642322.648224166,6070890.06916606,0.6,0.6,0,0,0,0
619322.648224166,6069890.06916606,14.74,4.69,0.61,0.74,3.81,4.89
620322.648224166,6069890.06916606,74.97,55.43,0.98,2.34,5.22,11
621322.648224166,6069890.06916606,2.4,0.38,0.09,0.24,0.79,0.9
623322.648224166,6069890.06916606,11.09,10.64,0,0.25,0.02,0.18
624322.648224166,6069890.06916606,13.01,9.98,0.1,0.4,0.58,1.95
629322.648224166,6069890.06916606,2.97,2.97,0,0,0,0
630322.648224166,6069890.06916606,19.2,15.19,0,2.63,0.88,0.5
631322.648224166,6069890.06916606,4.2,4.2,0,0,0,0
632322.648224166,6069890.06916606,0.76,0.73,0,0.03,0,0
633322.648224166,6069890.06916606,55.49,34.07,0.51,11.59,7.4,1.92
634322.648224166,6069890.06916606,90.84,50.33,0.63,8.35,7.44,24.09
635322.648224166,6069890.06916606,73.76,52.08,1.12,4.14,7.58,8.84
636322.648224166,6069890.06916606,0.47,0.01,0,0,0.34,0.12
640322.648224166,6069890.06916606,7.52,7.52,0,0,0,0
641322.648224166,6069890.06916606,0.44,0.44,0,0,0,0
607322.648224166,6068890.06916606,1.65,1.65,0,0,0,0
608322.648224166,6068890.06916606,0.64,0.64,0,0,0,0
610322.648224166,6068890.06916606,0.2,0.2,0,0,0,0
618322.648224166,6068890.06916606,3.07,2.21,0,0.62,0.23,0.01
619322.648224166,6068890.06916606,11.42,9.58,0.05,0.15,0.31,1.33
620322.648224166,6068890.06916606,70.39,38.24,2.41,3.06,12.37,14.31
621322.648224166,6068890.06916606,7.68,2,0.39,0.18,0.97,4.14
623322.648224166,6068890.06916606,23.68,18.98,0.03,2.08,0.87,1.72
624322.648224166,6068890.06916606,3.79,3.72,0,0.07,0,0
634322.648224166,6068890.06916606,60.91,26.89,0.35,6.64,8.94,18.09
635322.648224166,6068890.06916606,52.22,37.41,3.25,5.41,3.63,2.52
636322.648224166,6068890.06916606,11.17,8.6,0.16,1.9,0.01,0.5
639322.648224166,6068890.06916606,7.05,7.05,0,0,0,0
640322.648224166,6068890.06916606,7.23,7.23,0,0,0,0
606322.648224166,6067890.06916606,7.45,4.41,0.55,0.38,1.09,1.02
607322.648224166,6067890.06916606,16.63,15.89,0.13,0.23,0.16,0.22
608322.648224166,6067890.06916606,3.25,3.25,0,0,0,0
610322.648224166,6067890.06916606,22.85,21.84,0.31,0.31,0.13,0.26
611322.648224166,6067890.06916606,10.7,7.93,0.59,0.32,0.59,1.27
618322.648224166,6067890.06916606,63.09,61.45,0,0.21,0.69,0.74
619322.648224166,6067890.06916606,16.61,14.59,0,1.37,0.21,0.44
620322.648224166,6067890.06916606,93.1,31.57,1.5,14.92,15.67,29.44
621322.648224166,6067890.06916606,20.05,14.52,0.11,1.57,0.82,3.03
622322.648224166,6067890.06916606,0.58,0.14,0.2,0.07,0.12,0.05
623322.648224166,6067890.06916606,7.67,3.67,0.56,0.34,1.99,1.11
624322.648224166,6067890.06916606,12.95,12.73,0.03,0,0.03,0.16
634322.648224166,6067890.06916606,2.26,1.87,0,0,0.08,0.31
635322.648224166,6067890.06916606,54.48,46.81,0.22,2.83,1.41,3.21
636322.648224166,6067890.06916606,69.38,59.44,0.4,3.68,5.06,0.8
637322.648224166,6067890.06916606,38.29,36.05,0.79,0.41,0.06,0.98
638322.648224166,6067890.06916606,14.6,14.4,0.01,0,0,0.19
639322.648224166,6067890.06916606,9.65,9.64,0,0,0,0.01
640322.648224166,6067890.06916606,7.3,6.87,0.02,0.4,0,0.01
641322.648224166,6067890.06916606,2.14,1.67,0.13,0.27,0,0.07
606322.648224166,6066890.06916606,53.94,52.93,0.35,0,0.18,0.48
607322.648224166,6066890.06916606,66.17,64.37,0.13,0.13,0.3,1.24
608322.648224166,6066890.06916606,30.04,30.04,0,0,0,0
609322.648224166,6066890.06916606,4.75,4.75,0,0,0,0
610322.648224166,6066890.06916606,7.65,7.65,0,0,0,0
611322.648224166,6066890.06916606,6.33,6.28,0,0,0,0.05
618322.648224166,6066890.06916606,28.29,27.32,0.06,0.43,0.12,0.36
619322.648224166,6066890.06916606,5.12,3.7,0.31,0.12,0.11,0.88
620322.648224166,6066890.06916606,42.73,23.13,1.33,2.3,5.87,10.1
621322.648224166,6066890.06916606,21.8,9.87,4.37,1.2,3.13,3.23
623322.648224166,6066890.06916606,7.83,4.43,0.01,2.34,0.05,1
624322.648224166,6066890.06916606,6.78,3.5,1.4,0.91,0.7,0.27
635322.648224166,6066890.06916606,8.97,7.08,0.17,0.74,0.67,0.31
636322.648224166,6066890.06916606,43.11,35.19,0.08,4.19,2.78,0.87
637322.648224166,6066890.06916606,20.51,20.01,0.11,0.24,0,0.15
640322.648224166,6066890.06916606,1,1,0,0,0,0
641322.648224166,6066890.06916606,1.75,1.75,0,0,0,0
606322.648224166,6065890.06916606,12.99,12.99,0,0,0,0
607322.648224166,6065890.06916606,53.76,53.76,0,0,0,0
608322.648224166,6065890.06916606,0.87,0.87,0,0,0,0
610322.648224166,6065890.06916606,1.35,1.35,0,0,0,0
611322.648224166,6065890.06916606,4.71,4.71,0,0,0,0
612322.648224166,6065890.06916606,2.56,2.32,0,0.02,0.02,0.2
618322.648224166,6065890.06916606,8.23,6.77,0.13,0.18,0.16,0.99
619322.648224166,6065890.06916606,12.07,8.88,0.69,0.28,1.01,1.21
620322.648224166,6065890.06916606,61.44,33.61,16.35,3.1,3.96,4.42
621322.648224166,6065890.06916606,50.77,26.51,3.5,2.14,12.3,6.32
622322.648224166,6065890.06916606,16.75,3.03,2.78,1.45,7.53,1.96
623322.648224166,6065890.06916606,14.27,8.26,0.3,0.44,3.26,2.01
625322.648224166,6065890.06916606,42.75,41.26,0.07,0.29,0.42,0.71
626322.648224166,6065890.06916606,55.91,52.9,0.3,0.74,0.84,1.13
627322.648224166,6065890.06916606,1.19,0.89,0,0.01,0.1,0.19
606322.648224166,6064890.06916606,38.61,38.61,0,0,0,0
607322.648224166,6064890.06916606,13.98,12.68,0.03,0.03,0.33,0.91
611322.648224166,6064890.06916606,6.82,6.82,0,0,0,0
612322.648224166,6064890.06916606,1.19,1.19,0,0,0,0
619322.648224166,6064890.06916606,2.43,0.37,0.1,0.03,1.14,0.79
620322.648224166,6064890.06916606,79.23,57.44,2.73,4.8,7.59,6.67
621322.648224166,6064890.06916606,37.54,12.21,14.46,1.46,5.88,3.53
622322.648224166,6064890.06916606,21.84,8.63,0.65,3.18,7.67,1.71
623322.648224166,6064890.06916606,51.4,37.84,0.94,2.06,4.07,6.49
624322.648224166,6064890.06916606,62.24,49.29,0.93,3.08,4.39,4.55
625322.648224166,6064890.06916606,31.57,24.55,0.32,0.22,2.25,4.23
626322.648224166,6064890.06916606,98.81,97.12,0.32,0.33,0.11,0.93
627322.648224166,6064890.06916606,16.96,15.75,0.1,0.69,0.18,0.24
637322.648224166,6064890.06916606,2.58,2.58,0,0,0,0
606322.648224166,6063890.06916606,1.89,1.89,0,0,0,0
609322.648224166,6063890.06916606,0.07,0.07,0,0,0,0
610322.648224166,6063890.06916606,31.86,29.59,0.22,0.36,0.27,1.42
611322.648224166,6063890.06916606,0.17,0.17,0,0,0,0
612322.648224166,6063890.06916606,7.44,7.44,0,0,0,0
619322.648224166,6063890.06916606,0.08,0.08,0,0,0,0
620322.648224166,6063890.06916606,22.5,18.7,0.39,0.76,1.18,1.47
621322.648224166,6063890.06916606,81.66,62.34,2.99,6.11,3.56,6.66
622322.648224166,6063890.06916606,77.55,57.86,2.66,4.64,7.87,4.52
623322.648224166,6063890.06916606,90.64,83.59,0.75,3.29,1.58,1.43
624322.648224166,6063890.06916606,45.64,43.64,0.2,0.58,0.71,0.51
625322.648224166,6063890.06916606,15.25,13.71,0.37,0.15,0.22,0.8
626322.648224166,6063890.06916606,36.97,34.35,0.28,0.2,1.04,1.1
627322.648224166,6063890.06916606,70.29,69.61,0.01,0.33,0.22,0.12
637322.648224166,6063890.06916606,3.37,3.37,0,0,0,0
594322.648224166,6062890.06916606,1.94,1.94,0,0,0,0
600322.648224166,6062890.06916606,0.16,0.16,0,0,0,0
601322.648224166,6062890.06916606,0.62,0.62,0,0,0,0
606322.648224166,6062890.06916606,4.47,4.47,0,0,0,0
609322.648224166,6062890.06916606,7.72,6.96,0.24,0.19,0.18,0.15
610322.648224166,6062890.06916606,35.18,24.98,0.57,1.78,2.85,5
611322.648224166,6062890.06916606,1.57,1.28,0.11,0.01,0.02,0.15
612322.648224166,6062890.06916606,7.83,7.83,0,0,0,0
622322.648224166,6062890.06916606,10.51,10.51,0,0,0,0
623322.648224166,6062890.06916606,0.09,0.09,0,0,0,0
624322.648224166,6062890.06916606,0.19,0.06,0,0.01,0.07,0.05
625322.648224166,6062890.06916606,36.96,26.39,0.59,2.57,3.12,4.29
626322.648224166,6062890.06916606,5.37,4.81,0,0.02,0.23,0.31
627322.648224166,6062890.06916606,67.59,58.74,0.62,2.11,2.16,3.96
636322.648224166,6062890.06916606,0.58,0.58,0,0,0,0
637322.648224166,6062890.06916606,2.69,2.69,0,0,0,0
594322.648224166,6061890.06916606,0.25,0.25,0,0,0,0
595322.648224166,6061890.06916606,0.74,0.74,0,0,0,0
601322.648224166,6061890.06916606,0.83,0.83,0,0,0,0
602322.648224166,6061890.06916606,0.93,0.93,0,0,0,0
603322.648224166,6061890.06916606,1.04,1.04,0,0,0,0
604322.648224166,6061890.06916606,0.66,0.66,0,0,0,0
605322.648224166,6061890.06916606,0.37,0.37,0,0,0,0
606322.648224166,6061890.06916606,2.68,2.68,0,0,0,0
610322.648224166,6061890.06916606,0.1,0.1,0,0,0,0
611322.648224166,6061890.06916606,0.52,0.45,0,0.06,0,0.01
612322.648224166,6061890.06916606,9.52,9.52,0,0,0,0
613322.648224166,6061890.06916606,0.46,0.46,0,0,0,0
623322.648224166,6061890.06916606,4.48,3.96,0.05,0.39,0.08,0
624322.648224166,6061890.06916606,40.99,30.88,0.73,4.9,2.47,2.01
625322.648224166,6061890.06916606,13.24,6.66,0.33,1.68,1.83,2.74
626322.648224166,6061890.06916606,15.89,14.91,0.16,0.21,0.26,0.35
627322.648224166,6061890.06916606,14.15,10.22,0.01,0.84,1.49,1.59
629322.648224166,6061890.06916606,1.39,0,0,0,1.38,0.01
630322.648224166,6061890.06916606,12.94,8.77,0.21,1.99,1.07,0.9
631322.648224166,6061890.06916606,10.46,8.36,0.25,0.01,0.24,1.6
632322.648224166,6061890.06916606,2.35,2.35,0,0,0,0
636322.648224166,6061890.06916606,9.35,8.55,0.01,0,0.19,0.6
637322.648224166,6061890.06916606,8.22,8.22,0,0,0,0
641322.648224166,6061890.06916606,0.34,0.34,0,0,0,0
594322.648224166,6060890.06916606,3.22,3.22,0,0,0,0
603322.648224166,6060890.06916606,3.9,3.9,0,0,0,0
604322.648224166,6060890.06916606,0.48,0.48,0,0,0,0
606322.648224166,6060890.06916606,0.61,0.61,0,0,0,0
612322.648224166,6060890.06916606,4.4,4.12,0.2,0.03,0.01,0.04
613322.648224166,6060890.06916606,5.44,5.44,0,0,0,0
623322.648224166,6060890.06916606,54.82,41.83,2.52,4.89,2.92,2.66
624322.648224166,6060890.06916606,13.11,12.39,0.03,0.3,0.02,0.37
626322.648224166,6060890.06916606,1.57,1.1,0.07,0.23,0.03,0.14
627322.648224166,6060890.06916606,19,16.45,0.2,0.42,0.83,1.1
628322.648224166,6060890.06916606,3.28,2.13,0.04,0.4,0.6,0.11
629322.648224166,6060890.06916606,8.72,5.4,0.01,0.09,2.87,0.35
630322.648224166,6060890.06916606,18.89,7.02,0.3,3.16,3.45,4.96
631322.648224166,6060890.06916606,19.86,15.01,0.07,0.09,0.17,4.52
632322.648224166,6060890.06916606,1.79,1.78,0,0.01,0,0
633322.648224166,6060890.06916606,12.96,7.42,0.69,0.55,1.06,3.24
637322.648224166,6060890.06916606,4.44,4.43,0,0.01,0,0
638322.648224166,6060890.06916606,4.2,4.2,0,0,0,0
639322.648224166,6060890.06916606,10.49,10.49,0,0,0,0
640322.648224166,6060890.06916606,23.71,23.71,0,0,0,0
641322.648224166,6060890.06916606,0.33,0.33,0,0,0,0
643322.648224166,6060890.06916606,22.17,21.08,0.36,0.24,0.21,0.28
644322.648224166,6060890.06916606,23.73,20.64,0.56,0.69,0.99,0.85
593322.648224166,6059890.06916606,1.47,1.47,0,0,0,0
594322.648224166,6059890.06916606,1.85,1.85,0,0,0,0
613322.648224166,6059890.06916606,2.53,2.53,0,0,0,0
621322.648224166,6059890.06916606,8.56,7.26,0.23,0.72,0.18,0.17
622322.648224166,6059890.06916606,59.45,52.59,1.12,3.09,1.08,1.57
623322.648224166,6059890.06916606,39.01,30.47,0.47,3.3,2.11,2.66
627322.648224166,6059890.06916606,10.62,9.75,0.08,0.25,0.22,0.32
628322.648224166,6059890.06916606,62.77,47.31,1.46,1.89,2.56,9.55
629322.648224166,6059890.06916606,10.65,7.3,0.17,0.93,0.69,1.56
630322.648224166,6059890.06916606,7.56,6.91,0.06,0.28,0.15,0.16
633322.648224166,6059890.06916606,4.82,1.76,0.47,0.76,0.97,0.86
634322.648224166,6059890.06916606,8.75,4.68,0.42,1.09,1.8,0.76
636322.648224166,6059890.06916606,5.1,1.89,0.73,0.23,1.78,0.47
637322.648224166,6059890.06916606,9.46,6.67,0.02,1.54,0.55,0.68
638322.648224166,6059890.06916606,21.46,20.14,0.17,0.03,0.61,0.51
639322.648224166,6059890.06916606,12.16,12.16,0,0,0,0
640322.648224166,6059890.06916606,1.18,1.18,0,0,0,0
643322.648224166,6059890.06916606,0.88,0.63,0.06,0.16,0.01,0.02
644322.648224166,6059890.06916606,15.96,14.52,0.14,0.47,0.28,0.55
594322.648224166,6058890.06916606,1.14,1.11,0,0,0,0.03
600322.648224166,6058890.06916606,0.36,0.36,0,0,0,0
601322.648224166,6058890.06916606,1.02,1.02,0,0,0,0
613322.648224166,6058890.06916606,2.83,2.83,0,0,0,0
619322.648224166,6058890.06916606,2.43,1.75,0.05,0.38,0.01,0.24
620322.648224166,6058890.06916606,27.83,24.47,0.17,1.94,0.46,0.79
621322.648224166,6058890.06916606,44.41,40.34,0.38,1.93,0.35,1.41
622322.648224166,6058890.06916606,16.07,15.11,0.08,0.53,0.18,0.17
625322.648224166,6058890.06916606,0.71,0.71,0,0,0,0
626322.648224166,6058890.06916606,26.1,10.76,0,9.33,4.46,1.55
627322.648224166,6058890.06916606,13.15,10.12,0.19,1.59,0.7,0.55
628322.648224166,6058890.06916606,59.74,10.8,2,2.36,14.42,30.16
629322.648224166,6058890.06916606,74.57,43.01,3.59,2.63,7.07,18.27
630322.648224166,6058890.06916606,33.75,25.36,2.1,0.98,0.73,4.58
633322.648224166,6058890.06916606,67.29,63.76,0.2,0.37,1.47,1.49
634322.648224166,6058890.06916606,73.21,69.65,0.12,0.64,1.22,1.58
636322.648224166,6058890.06916606,18.6,6.54,1.29,5.55,3.52,1.7
637322.648224166,6058890.06916606,67.83,43.56,0.46,5.79,11.97,6.05
638322.648224166,6058890.06916606,49.93,33.47,0.18,2.07,3.9,10.31
639322.648224166,6058890.06916606,13.77,13.56,0.05,0.03,0.11,0.02
643322.648224166,6058890.06916606,3.38,3.31,0,0.03,0,0.04
644322.648224166,6058890.06916606,41.01,36.71,1.02,0.66,0.56,2.06
594322.648224166,6057890.06916606,2.22,2.2,0,0.02,0,0
597322.648224166,6057890.06916606,0.62,0.62,0,0,0,0
600322.648224166,6057890.06916606,0.86,0.86,0,0,0,0
605322.648224166,6057890.06916606,0.19,0.19,0,0,0,0
614322.648224166,6057890.06916606,6.01,6.01,0,0,0,0
615322.648224166,6057890.06916606,1.99,1.1,0.04,0.26,0.38,0.21
616322.648224166,6057890.06916606,3.55,2.8,0,0.42,0.22,0.11
617322.648224166,6057890.06916606,18.17,14.99,0.51,1.57,0.41,0.69
618322.648224166,6057890.06916606,27.48,20.78,0.41,4.02,1.2,1.07
619322.648224166,6057890.06916606,22.78,17.64,0.19,2.85,1.03,1.07
620322.648224166,6057890.06916606,16.61,16.28,0.04,0.18,0.03,0.08
621322.648224166,6057890.06916606,3.61,3.61,0,0,0,0
624322.648224166,6057890.06916606,18.99,14.19,0.27,0.13,0.99,3.41
625322.648224166,6057890.06916606,70.92,57.39,0.96,5.24,2.62,4.71
626322.648224166,6057890.06916606,91.04,69.72,0.25,4.95,7.43,8.69
627322.648224166,6057890.06916606,35.98,30.94,0,2.12,0.23,2.69
628322.648224166,6057890.06916606,0.08,0.06,0,0,0,0.02
629322.648224166,6057890.06916606,16.83,7.5,3.58,0.36,0.69,4.7
630322.648224166,6057890.06916606,25.09,18.66,1.54,1.57,1.18,2.14
631322.648224166,6057890.06916606,3.23,2.12,0,0.46,0.18,0.47
632322.648224166,6057890.06916606,4.64,3.46,0.07,0.08,0.38,0.65
633322.648224166,6057890.06916606,36.15,31.3,0.48,1.13,1.44,1.8
634322.648224166,6057890.06916606,39.95,35.79,0.35,2.25,0.69,0.87
636322.648224166,6057890.06916606,0.02,0,0,0,0.02,0
