"patch_id","transition","area_ha","n_cells_sustained","n_cells_endpoint","n_cells_flicker","share_min","patch_xmin","patch_xmax","patch_ymin","patch_ymax","reach_xmin","reach_xmax","reach_ymin","reach_ymax","crs","n_candidates_all","n_candidates_transition","n_candidates_area","n_candidates_balanced","rule","terra","drift","date"
18141,"Trees -> Rangeland",1.44000000000496,46,43,55,0.298611111111111,653682.648224166,654292.648224166,6031900.06916606,6032510.06916606,651982.648224166,655992.648224166,6030200.06916606,6034210.06916606,"32609",21701,4036,194,52,"Trees -> Rangeland; 1 to 4 ha; all three changed categories at 10% or more of the patch's cells; ranked by the largest minimum share, ties by patch_id.","1.9.34","0.15.0","2026-09-06"
