"group","from_class","to_class","changed","category","n_cells","area_ha","pct_of_pair"
"bulk","Built Area","Built Area",FALSE,"stable",47719,477.19,85.6622266901231
"bulk","Built Area","Crops",TRUE,"break_endpoint",316,3.16,16.9436997319035
"bulk","Built Area","Crops",TRUE,"break_sustained",101,1.01,5.41554959785523
"bulk","Built Area","Crops",TRUE,"flicker",1448,14.48,77.6407506702413
"bulk","Built Area","Rangeland",TRUE,"break_endpoint",356,3.56,16.3227877120587
"bulk","Built Area","Rangeland",TRUE,"break_sustained",224,2.24,10.2705181109583
"bulk","Built Area","Rangeland",TRUE,"flicker",1601,16.01,73.406694176983
"bulk","Built Area","Trees",TRUE,"break_endpoint",245,2.45,26.8640350877193
"bulk","Built Area","Trees",TRUE,"break_sustained",77,0.77,8.44298245614035
"bulk","Built Area","Trees",TRUE,"flicker",590,5.9,64.6929824561404
"bulk","Built Area","Water",TRUE,"break_endpoint",144,1.44,36.5482233502538
"bulk","Built Area","Water",TRUE,"break_sustained",48,0.48,12.1827411167513
"bulk","Built Area","Water",TRUE,"flicker",202,2.02,51.2690355329949
"bulk","Clouds","Bare Ground",TRUE,"flicker",3,0.03,100
"bulk","Clouds","Built Area",TRUE,"break_endpoint",64,0.64,56.140350877193
"bulk","Clouds","Built Area",TRUE,"flicker",50,0.5,43.859649122807
"bulk","Clouds","Rangeland",TRUE,"flicker",3,0.03,100
"bulk","Clouds","Trees",TRUE,"break_endpoint",5,0.05,8.06451612903226
"bulk","Clouds","Trees",TRUE,"flicker",57,0.57,91.9354838709677
"bulk","Clouds","Water",TRUE,"break_endpoint",31,0.31,31.6326530612245
"bulk","Clouds","Water",TRUE,"flicker",67,0.67,68.3673469387755
"bulk","Crops","Built Area",TRUE,"break_endpoint",447,4.47,19.7003085059498
"bulk","Crops","Built Area",TRUE,"break_sustained",384,3.84,16.9237549581313
"bulk","Crops","Built Area",TRUE,"flicker",1438,14.38,63.3759365359189
"bulk","Crops","Crops",FALSE,"flicker",15083,150.83,59.7464844523668
"bulk","Crops","Crops",FALSE,"stable",10162,101.62,40.2535155476332
"bulk","Crops","Rangeland",TRUE,"break_endpoint",9042,90.42,22.0225047493789
"bulk","Crops","Rangeland",TRUE,"break_sustained",21788,217.88,53.0663938818257
"bulk","Crops","Rangeland",TRUE,"flicker",10228,102.28,24.9111013687954
"bulk","Crops","Trees",TRUE,"break_endpoint",206,2.06,12.2546103509816
"bulk","Crops","Trees",TRUE,"break_sustained",147,1.47,8.74479476502082
"bulk","Crops","Trees",TRUE,"flicker",1328,13.28,79.0005948839976
"bulk","Crops","Water",TRUE,"break_endpoint",73,0.73,11.9086460032626
"bulk","Crops","Water",TRUE,"break_sustained",25,0.25,4.07830342577488
"bulk","Crops","Water",TRUE,"flicker",515,5.15,84.0130505709625
"bulk","Flooded Vegetation","Built Area",TRUE,"break_endpoint",1,0.01,3.84615384615385
"bulk","Flooded Vegetation","Built Area",TRUE,"flicker",25,0.25,96.1538461538462
"bulk","Flooded Vegetation","Crops",TRUE,"flicker",39,0.39,100
"bulk","Flooded Vegetation","Flooded Vegetation",FALSE,"flicker",4419,44.19,25.9849464894743
"bulk","Flooded Vegetation","Flooded Vegetation",FALSE,"stable",12587,125.87,74.0150535105257
"bulk","Flooded Vegetation","Rangeland",TRUE,"break_endpoint",299,2.99,11.312902005297
"bulk","Flooded Vegetation","Rangeland",TRUE,"break_sustained",84,0.84,3.17820658342792
"bulk","Flooded Vegetation","Rangeland",TRUE,"flicker",2260,22.6,85.5088914112751
"bulk","Flooded Vegetation","Snow/Ice",TRUE,"flicker",3,0.03,100
"bulk","Flooded Vegetation","Trees",TRUE,"break_endpoint",161,1.61,11.7862371888726
"bulk","Flooded Vegetation","Trees",TRUE,"break_sustained",7,0.07,0.512445095168375
"bulk","Flooded Vegetation","Trees",TRUE,"flicker",1198,11.98,87.701317715959
"bulk","Flooded Vegetation","Water",TRUE,"break_endpoint",33,0.33,21.7105263157895
"bulk","Flooded Vegetation","Water",TRUE,"flicker",119,1.19,78.2894736842105
"bulk","Rangeland","Bare Ground",TRUE,"break_endpoint",2,0.02,0.662251655629139
"bulk","Rangeland","Bare Ground",TRUE,"break_sustained",71,0.71,23.5099337748344
"bulk","Rangeland","Bare Ground",TRUE,"flicker",229,2.29,75.8278145695364
"bulk","Rangeland","Built Area",TRUE,"break_endpoint",1428,14.28,26.5921787709497
"bulk","Rangeland","Built Area",TRUE,"break_sustained",668,6.68,12.43947858473
"bulk","Rangeland","Built Area",TRUE,"flicker",3274,32.74,60.9683426443203
"bulk","Rangeland","Crops",TRUE,"break_endpoint",9985,99.85,27.957440851183
"bulk","Rangeland","Crops",TRUE,"break_sustained",6422,64.22,17.9812403751925
"bulk","Rangeland","Crops",TRUE,"flicker",19308,193.08,54.0613187736245
"bulk","Rangeland","Flooded Vegetation",TRUE,"break_endpoint",282,2.82,8.03647762895412
"bulk","Rangeland","Flooded Vegetation",TRUE,"break_sustained",117,1.17,3.33428327158735
"bulk","Rangeland","Flooded Vegetation",TRUE,"flicker",3110,31.1,88.6292390994585
"bulk","Rangeland","Rangeland",FALSE,"flicker",132862,1328.62,23.8542553153289
"bulk","Rangeland","Rangeland",FALSE,"stable",424112,4241.12,76.1457446846711
"bulk","Rangeland","Snow/Ice",TRUE,"flicker",3,0.03,100
"bulk","Rangeland","Trees",TRUE,"break_endpoint",35268,352.68,41.1860190818746
"bulk","Rangeland","Trees",TRUE,"break_sustained",14587,145.87,17.0347187350375
"bulk","Rangeland","Trees",TRUE,"flicker",35776,357.76,41.7792621830879
"bulk","Rangeland","Water",TRUE,"break_endpoint",3577,35.77,40.9830430797434
"bulk","Rangeland","Water",TRUE,"break_sustained",616,6.16,7.05774518790101
"bulk","Rangeland","Water",TRUE,"flicker",4535,45.35,51.9592117323556
"bulk","Snow/Ice","Bare Ground",TRUE,"flicker",28,0.28,100
"bulk","Snow/Ice","Built Area",TRUE,"break_endpoint",121,1.21,11.6346153846154
"bulk","Snow/Ice","Built Area",TRUE,"flicker",919,9.19,88.3653846153846
"bulk","Snow/Ice","Crops",TRUE,"break_endpoint",19,0.19,5.84615384615385
"bulk","Snow/Ice","Crops",TRUE,"flicker",306,3.06,94.1538461538462
"bulk","Snow/Ice","Flooded Vegetation",TRUE,"flicker",865,8.65,100
"bulk","Snow/Ice","Rangeland",TRUE,"break_endpoint",246,2.46,14.6080760095012
"bulk","Snow/Ice","Rangeland",TRUE,"flicker",1438,14.38,85.3919239904988
"bulk","Snow/Ice","Snow/Ice",FALSE,"flicker",4,0.04,100
"bulk","Snow/Ice","Trees",TRUE,"break_endpoint",145,1.45,10.9765329295988
"bulk","Snow/Ice","Trees",TRUE,"flicker",1176,11.76,89.0234670704012
"bulk","Snow/Ice","Water",TRUE,"break_endpoint",175,1.75,16.309412861137
"bulk","Snow/Ice","Water",TRUE,"flicker",898,8.98,83.690587138863
"bulk","Trees","Bare Ground",TRUE,"break_sustained",6,0.06,2.23048327137546
"bulk","Trees","Bare Ground",TRUE,"flicker",263,2.63,97.7695167286245
"bulk","Trees","Built Area",TRUE,"break_endpoint",6074,60.74,33.0485880624626
"bulk","Trees","Built Area",TRUE,"break_sustained",1424,14.24,7.74797323031721
"bulk","Trees","Built Area",TRUE,"flicker",10881,108.81,59.2034387072202
"bulk","Trees","Crops",TRUE,"break_endpoint",1575,15.75,16.2320931670617
"bulk","Trees","Crops",TRUE,"break_sustained",2653,26.53,27.3420591569618
"bulk","Trees","Crops",TRUE,"flicker",5475,54.75,56.4258476759765
"bulk","Trees","Flooded Vegetation",TRUE,"break_endpoint",87,0.87,8.12324929971989
"bulk","Trees","Flooded Vegetation",TRUE,"break_sustained",102,1.02,9.52380952380952
"bulk","Trees","Flooded Vegetation",TRUE,"flicker",882,8.82,82.3529411764706
"bulk","Trees","Rangeland",TRUE,"break_endpoint",57419,574.19,38.8149800581356
"bulk","Trees","Rangeland",TRUE,"break_sustained",32840,328.4,22.1996890421145
"bulk","Trees","Rangeland",TRUE,"flicker",57671,576.71,38.9853308997499
"bulk","Trees","Snow/Ice",TRUE,"flicker",5,0.05,100
"bulk","Trees","Trees",FALSE,"flicker",142263,1422.63,5.96881229181867
"bulk","Trees","Trees",FALSE,"stable",2241176,22411.76,94.0311877081813
"bulk","Trees","Water",TRUE,"break_endpoint",11535,115.35,41.6726878612717
"bulk","Trees","Water",TRUE,"break_sustained",4552,45.52,16.4450867052023
"bulk","Trees","Water",TRUE,"flicker",11593,115.93,41.882225433526
"bulk","Water","Bare Ground",TRUE,"break_endpoint",368,3.68,37.9381443298969
"bulk","Water","Bare Ground",TRUE,"break_sustained",207,2.07,21.340206185567
"bulk","Water","Bare Ground",TRUE,"flicker",395,3.95,40.7216494845361
"bulk","Water","Built Area",TRUE,"break_endpoint",560,5.6,39.6881644223955
"bulk","Water","Built Area",TRUE,"break_sustained",228,2.28,16.1587526576896
"bulk","Water","Built Area",TRUE,"flicker",623,6.23,44.153082919915
"bulk","Water","Crops",TRUE,"break_endpoint",164,1.64,38.9548693586698
"bulk","Water","Crops",TRUE,"break_sustained",13,0.13,3.08788598574822
"bulk","Water","Crops",TRUE,"flicker",244,2.44,57.957244655582
"bulk","Water","Flooded Vegetation",TRUE,"break_endpoint",29,0.29,12.5
"bulk","Water","Flooded Vegetation",TRUE,"break_sustained",9,0.09,3.87931034482759
"bulk","Water","Flooded Vegetation",TRUE,"flicker",194,1.94,83.6206896551724
"bulk","Water","Rangeland",TRUE,"break_endpoint",1573,15.73,34.9866548042705
"bulk","Water","Rangeland",TRUE,"break_sustained",718,7.18,15.9697508896797
"bulk","Water","Rangeland",TRUE,"flicker",2205,22.05,49.0435943060498
"bulk","Water","Snow/Ice",TRUE,"flicker",11,0.11,100
"bulk","Water","Trees",TRUE,"break_endpoint",7305,73.05,52.8658271819366
"bulk","Water","Trees",TRUE,"break_sustained",2594,25.94,18.7726154291504
"bulk","Water","Trees",TRUE,"flicker",3919,39.19,28.361557388913
"bulk","Water","Water",FALSE,"flicker",15459,154.59,2.54527792413066
"bulk","Water","Water",FALSE,"stable",591901,5919.01,97.4547220758693
"necr","Bare Ground","Built Area",TRUE,"break_endpoint",984,9.84,54.8189415041783
"necr","Bare Ground","Built Area",TRUE,"break_sustained",7,0.07,0.389972144846797
"necr","Bare Ground","Built Area",TRUE,"flicker",804,8.04,44.7910863509749
"necr","Bare Ground","Crops",TRUE,"break_endpoint",15,0.15,2.47524752475248
"necr","Bare Ground","Crops",TRUE,"flicker",591,5.91,97.5247524752475
"necr","Bare Ground","Flooded Vegetation",TRUE,"break_sustained",1,0.01,3.33333333333333
"necr","Bare Ground","Flooded Vegetation",TRUE,"flicker",29,0.29,96.6666666666667
"necr","Bare Ground","Rangeland",TRUE,"break_endpoint",593,5.93,17.2133526850508
"necr","Bare Ground","Rangeland",TRUE,"break_sustained",48,0.48,1.3933236574746
"necr","Bare Ground","Rangeland",TRUE,"flicker",2804,28.04,81.3933236574746
"necr","Bare Ground","Trees",TRUE,"break_endpoint",2793,27.93,45.7269155206287
"necr","Bare Ground","Trees",TRUE,"break_sustained",216,2.16,3.53634577603143
"necr","Bare Ground","Trees",TRUE,"flicker",3099,30.99,50.7367387033399
"necr","Bare Ground","Water",TRUE,"break_endpoint",2707,27.07,65.46553808948
"necr","Bare Ground","Water",TRUE,"break_sustained",6,0.06,0.145102781136638
"necr","Bare Ground","Water",TRUE,"flicker",1422,14.22,34.3893591293833
"necr","Built Area","Built Area",FALSE,"flicker",2361,23.61,7.70636811698273
"necr","Built Area","Built Area",FALSE,"stable",28276,282.76,92.2936318830173
"necr","Built Area","Crops",TRUE,"break_endpoint",82,0.82,19.4312796208531
"necr","Built Area","Crops",TRUE,"break_sustained",117,1.17,27.7251184834123
"necr","Built Area","Crops",TRUE,"flicker",223,2.23,52.8436018957346
"necr","Built Area","Flooded Vegetation",TRUE,"break_sustained",1,0.01,100
"necr","Built Area","Rangeland",TRUE,"break_endpoint",257,2.57,40.4088050314465
"necr","Built Area","Rangeland",TRUE,"break_sustained",80,0.8,12.5786163522013
"necr","Built Area","Rangeland",TRUE,"flicker",299,2.99,47.0125786163522
"necr","Built Area","Trees",TRUE,"break_endpoint",113,1.13,21.4421252371917
"necr","Built Area","Trees",TRUE,"break_sustained",173,1.73,32.8273244781784
"necr","Built Area","Trees",TRUE,"flicker",241,2.41,45.73055028463
"necr","Built Area","Water",TRUE,"break_endpoint",45,0.45,19.2307692307692
"necr","Built Area","Water",TRUE,"break_sustained",52,0.52,22.2222222222222
"necr","Built Area","Water",TRUE,"flicker",137,1.37,58.5470085470085
"necr","Crops","Built Area",TRUE,"break_endpoint",687,6.87,29.3088737201365
"necr","Crops","Built Area",TRUE,"break_sustained",292,2.92,12.457337883959
"necr","Crops","Built Area",TRUE,"flicker",1365,13.65,58.2337883959044
"necr","Crops","Crops",FALSE,"flicker",88679,886.79,27.2259490659012
"necr","Crops","Crops",FALSE,"stable",237036,2370.36,72.7740509340988
"necr","Crops","Flooded Vegetation",TRUE,"flicker",302,3.02,100
"necr","Crops","Rangeland",TRUE,"break_endpoint",20552,205.52,24.2332771286066
"necr","Crops","Rangeland",TRUE,"break_sustained",33564,335.64,39.5759883974578
"necr","Crops","Rangeland",TRUE,"flicker",30693,306.93,36.1907344739355
"necr","Crops","Trees",TRUE,"break_endpoint",5526,55.26,31.9329673504767
"necr","Crops","Trees",TRUE,"break_sustained",3866,38.66,22.340364056631
"necr","Crops","Trees",TRUE,"flicker",7913,79.13,45.7266685928922
"necr","Crops","Water",TRUE,"break_endpoint",644,6.44,44.4137931034483
"necr","Crops","Water",TRUE,"break_sustained",95,0.95,6.55172413793103
"necr","Crops","Water",TRUE,"flicker",711,7.11,49.0344827586207
"necr","Flooded Vegetation","Built Area",TRUE,"break_endpoint",3,0.03,50
"necr","Flooded Vegetation","Built Area",TRUE,"flicker",3,0.03,50
"necr","Flooded Vegetation","Crops",TRUE,"break_endpoint",2,0.02,1.98019801980198
"necr","Flooded Vegetation","Crops",TRUE,"break_sustained",1,0.01,0.99009900990099
"necr","Flooded Vegetation","Crops",TRUE,"flicker",98,0.98,97.029702970297
"necr","Flooded Vegetation","Flooded Vegetation",FALSE,"flicker",755,7.55,15.1484751203852
"necr","Flooded Vegetation","Flooded Vegetation",FALSE,"stable",4229,42.29,84.8515248796148
"necr","Flooded Vegetation","Rangeland",TRUE,"break_endpoint",950,9.5,27.6403840558627
"necr","Flooded Vegetation","Rangeland",TRUE,"break_sustained",275,2.75,8.00116380564446
"necr","Flooded Vegetation","Rangeland",TRUE,"flicker",2212,22.12,64.3584521384929
"necr","Flooded Vegetation","Trees",TRUE,"break_endpoint",230,2.3,29.9479166666667
"necr","Flooded Vegetation","Trees",TRUE,"break_sustained",88,0.88,11.4583333333333
"necr","Flooded Vegetation","Trees",TRUE,"flicker",450,4.5,58.59375
"necr","Flooded Vegetation","Water",TRUE,"break_endpoint",1066,10.66,31.6884661117717
"necr","Flooded Vegetation","Water",TRUE,"break_sustained",96,0.96,2.85374554102259
"necr","Flooded Vegetation","Water",TRUE,"flicker",2202,22.02,65.4577883472057
"necr","Rangeland","Bare Ground",TRUE,"flicker",24,0.24,100
"necr","Rangeland","Built Area",TRUE,"break_endpoint",1516,15.16,36.8766723424957
"necr","Rangeland","Built Area",TRUE,"break_sustained",463,4.63,11.2624665531501
"necr","Rangeland","Built Area",TRUE,"flicker",2132,21.32,51.8608611043542
"necr","Rangeland","Crops",TRUE,"break_endpoint",20487,204.87,24.9543228824088
"necr","Rangeland","Crops",TRUE,"break_sustained",20003,200.03,24.3647835513654
"necr","Rangeland","Crops",TRUE,"flicker",41608,416.08,50.6808935662257
"necr","Rangeland","Flooded Vegetation",TRUE,"break_endpoint",1107,11.07,47.2269624573379
"necr","Rangeland","Flooded Vegetation",TRUE,"break_sustained",31,0.31,1.32252559726962
"necr","Rangeland","Flooded Vegetation",TRUE,"flicker",1206,12.06,51.4505119453925
"necr","Rangeland","Rangeland",FALSE,"flicker",132738,1327.38,24.2705381141321
"necr","Rangeland","Rangeland",FALSE,"stable",414172,4141.72,75.7294618858679
"necr","Rangeland","Trees",TRUE,"break_endpoint",27770,277.7,29.8467358827196
"necr","Rangeland","Trees",TRUE,"break_sustained",37053,370.53,39.8239504739795
"necr","Rangeland","Trees",TRUE,"flicker",28219,282.19,30.3293136433009
