"group","item","crs","script_sha","run_started","nrow","ncol","ncell","res_m","patch_min_m2","discriminating_full","discriminating_partial","published_drift_version","running_drift_version","published_gross_loss_ha","subbasin_file","subbasin_md5","subbasin_n","reconciled","n_fire_events_disc","patches_dropped_by_clip","rows_split_by_clip","join_zero_cell_patches","date","terra"
"necr","necr_ch_ff04","EPSG:32610","9f0f6cf913a1","2026-09-07T00:19:38.995Z",6288,8945,56246160,10,10000,"2019|2020|2021","2018|2022","0.13.0","0.14.1",1943.2,"/Users/airvine/Projects/repo/floodplains/data/necr/subbasins.gpkg","e12b9d5611299812d55ff2b364c5532c",1,TRUE,2,18,0,0,"2026-09-06","1.9.34"
