"group","item","crs","script_sha","run_started","nrow","ncol","ncell","res_m","patch_min_m2","discriminating_full","discriminating_partial","published_drift_version","running_drift_version","published_gross_loss_ha","subbasin_file","subbasin_md5","subbasin_n","reconciled","n_fire_events_disc","patches_dropped_by_clip","rows_split_by_clip","join_zero_cell_patches","date","terra"
"kotl","kotl_bt_ff04","EPSG:32611","9f0f6cf913a1","2026-09-07T00:34:12.323Z",13437,15219,204497703,10,10000,"2019|2020|2021","2018|2022","0.13.0","0.14.1",536.1,"/Users/airvine/Projects/repo/floodplains/data/kotl/subbasins.gpkg","e5cc3c8de97625579b0e3ed20b8b150d",1,TRUE,3,219,0,0,"2026-09-06","1.9.34"
